아파트 이름,건축 연도,전용 면적 (㎡),층,거래 금액 (만원),거래 일자,주소,읍면동,평당 가격 (만원),면적 범주,읍면동_구미동,읍면동_금곡동,읍면동_대장동,읍면동_백현동,읍면동_분당동,읍면동_삼평동,읍면동_서현동,읍면동_수내동,읍면동_야탑동,읍면동_운중동,읍면동_이매동,읍면동_정자동,읍면동_판교동
파크타운(대림),1993,134.91,6,167500,2024-03-25,경기 성남시 분당구 내정로 51,수내동,1241.5684530427693,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
목련마을SK,1998,59.93,12,51800,2024-03-28,경기 성남시분당구 판교로743번길 147,야탑동,864.3417320206908,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
푸른마을(벽산),1992,131.4,12,150000,2024-03-19,경기 성남시분당구 수내로 71,수내동,1141.552511415525,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
시범우성,1991,84.6,5,134500,2024-03-16,경기 성남시분당구 중앙공원로 96,서현동,1589.8345153664304,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
이매촌(성지),1992,84.9,9,145000,2024-03-27,경기 성남시 분당구 이매로 116,이매동,1707.891637220259,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
장미마을(동부),1993,70.56,2,90000,2024-03-26,"경기 성남시 분당구, 경기 성남시 중원구 장미로 330",야탑동,1275.5102040816325,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
무지개(5단지)(청구),1995,58.49,14,72000,2024-03-26,경기 성남시분당구 무지개로 221,구미동,1230.979654641819,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교알파리움2단지,2015,129.399,11,230000,2024-03-30,경기 성남시분당구 판교역로 530,백현동,1777.4480482847625,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교알파리움1단지,2015,123.339,5,239000,2024-03-15,경기 성남시분당구 대왕판교로606번길 531,백현동,1937.7488061359343,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교알파리움1단지,2015,142.013,9,276000,2024-03-15,"경기 성남시분당구, 경기 평택시 대왕판교로606번길 531",백현동,1943.4840472351123,40평 초과,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
산운마을8단지(부영사랑으로),2008,81.019,3,118800,2024-03-18,경기 성남시분당구 산운로 956,운중동,1466.3227144250113,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
판교원마을6단지(판교대광로제비앙),2009,58.24,1,91000,2024-03-28,경기 성남시 분당구 판교원로 635,판교동,1562.5,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
더샵분당파크리버,2021,84.9987,10,143500,2024-03-20,"경기 성남시분당구, 경기 하남시 돌마로 215",정자동,1688.2611145817525,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
시범현대,1991,186.24,8,186500,2024-03-28,경기 성남시분당구 중앙공원로 92,서현동,1001.3960481099656,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
푸른마을(쌍용),1992,84.72,19,128000,2024-03-16,경기 성남시분당구 백현로 75,수내동,1510.8593012275733,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
미켈란쉐르빌,2003,157.57,21,180000,2024-03-27,경기 성남시 분당구 정자일로 180,정자동,1142.349431998477,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
장미마을(코오롱)1,1993,74.14,7,96000,2024-03-26,경기 성남시분당구 장미로 330,야탑동,1294.8475856487726,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
효자촌(화성),1994,84.696,5,107000,2024-03-22,경기 성남시분당구 불정로 308,서현동,1263.3418343251158,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
아데나팰리스,2003,139.13,16,175000,2024-03-23,경기 성남시분당구 성남대로 169-1,정자동,1257.8164306763458,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
백현마을5단지(주공),2009,84.7,2,162000,2024-03-23,경기 성남시분당구 판교역로 554,백현동,1912.6328217237308,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파크뷰,2004,84.99,34,185000,2024-03-20,경기 성남시분당구 정자일로 6,정자동,2176.7266737263208,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
봇들마을8단지(주공),2009,101.84,15,222500,2024-03-27,경기 성남시분당구 동판교로 742,삼평동,2184.7996857816183,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(4단지)(주공),1994,35.28,7,55500,2024-03-22,경기 성남시분당구 백현로 102,정자동,1573.1292517006802,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
판교원마을7단지(모아미래도),2009,56.592,9,109500,2024-03-16,경기 성남시분당구 판교원로 637,판교동,1934.9024597116202,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
매화마을공무원2,1995,58.71,11,70000,2024-03-27,"경기 성남시분당구, 경기 용인시수지구 장미로 215",야탑동,1192.3011412025207,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
파크타운(서안),1993,59.32,19,90000,2024-03-29,경기 성남시분당구 내정로174번길 52,수내동,1517.1948752528658,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
파크타운(서안),1993,84.78,11,120000,2024-03-15,경기 성남시분당구 내정로174번길 52,수내동,1415.4281670205237,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
봇들마을2단지(이지더원),2009,84.2822,6,130000,2024-03-28,경기 성남시분당구 판교로 717,삼평동,1542.4371931439853,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
정든마을(6단지)(한진),1995,99.6,2,132000,2024-03-28,경기 성남시분당구 내정로 191,정자동,1325.3012048192772,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
시범현대,1991,129.73,6,167000,2024-03-22,경기 성남시분당구 중앙공원로 92,서현동,1287.288984814615,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
백현마을6단지(주공),2009,84.69,3,165000,2024-03-15,경기 성남시분당구 판교역로 555,백현동,1948.2819695359547,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
효자촌(현대),1992,84.6,5,123000,2024-03-21,경기 성남시분당구 분당로201번길 299,서현동,1453.9007092198583,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
백현마을7단지(주공),2009,84.73,6,170500,2024-03-23,경기 성남시분당구 판교역로 556,백현동,2012.274283016641,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을7단지(모아미래도),2009,80.21,10,132300,2024-03-18,경기 성남시분당구 판교원로 637,판교동,1649.4202717865603,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
파크뷰,2004,162.869,29,250000,2024-03-20,경기 성남시분당구 정자일로 6,정자동,1534.9759622764307,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(청구),1992,59.92,1,99000,2024-03-18,경기 성남시분당구 양현로94번길 123,이매동,1652.202937249666,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
까치마을(1단지)(대우롯데선경),1995,70.66,4,107000,2024-03-22,경기 성남시분당구 미금로 77,구미동,1514.2938013020098,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파크뷰,2004,139.717,32,233000,2024-03-27,경기 성남시분당구 정자일로 6,정자동,1667.656763314414,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(삼성),1994,73.25,9,115800,2024-03-19,경기 성남시분당구 양현로 100,이매동,1580.8873720136519,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
시범현대,1991,129.56,5,157000,2024-03-23,경기 성남시분당구 중앙공원로 92,서현동,1211.7937635072553,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(코오롱)1,1993,84.6,4,102000,2024-03-28,경기 성남시분당구 장미로 330,야탑동,1205.6737588652484,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
백현마을5단지(주공),2009,84.89,14,180000,2024-03-22,경기 성남시분당구 판교역로 554,백현동,2120.3910943574037,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
상록마을(라이프2차),1994,71.61,14,121000,2024-03-12,경기 성남시분당구 정자로76번길 125,정자동,1689.7081413210446,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
하얀마을(5단지)(주공),1995,35.28,2,53000,2024-03-20,경기 성남시분당구 미금일로 110,구미동,1502.267573696145,15평 이하,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(6단지)(주공),1995,39.87,13,64900,2024-03-30,경기 성남시분당구 내정로 117,정자동,1627.7903185352395,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
상록마을(라이프1차),1994,128.7,16,168000,2024-03-12,경기 성남시분당구 정자로 124,정자동,1305.3613053613055,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
탑마을(주공),1993,35.28,9,49000,2024-03-30,경기 성남시분당구 매화로 518,야탑동,1388.888888888889,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
탑마을(선경)1,1992,83.73,2,108000,2024-03-25,경기 성남시분당구 야탑로 536,야탑동,1289.8602651379433,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
하얀마을(5단지)(주공),1995,35.28,10,51500,2024-03-25,경기 성남시분당구 미금일로 110,구미동,1459.750566893424,15평 이하,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
백현마을7단지(주공),2009,74.76,21,157000,2024-03-14,경기 성남시분당구 판교역로 556,백현동,2100.0535045478864,15~25평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(현대),1993,101.99,8,89700,2024-03-20,  장미로 334,야탑동,879.4979899990195,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
무지개(12단지)(주공뜨란체),1995,58.14,12,65000,2024-03-30,경기 성남시 분당구 미금로22번길 212,구미동,1117.9910560715514,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
봇들마을7단지,2009,84.5,4,181000,2024-03-08,경기 성남시분당구 동판교로 738,삼평동,2142.0118343195268,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
정든마을(6단지)(우성),1994,48.84,13,63000,2024-03-18,경기 성남시분당구 불정로 198,정자동,1289.9262899262899,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
무지개(11단지)(금강센테리움),1995,49.77,14,55000,2024-03-06,경기 성남시분당구 미금로22번길 213,구미동,1105.0833835643962,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
청솔마을(대원),1994,129.45,8,145000,2024-03-22,경기 성남시분당구 미금로 141,금곡동,1120.1235998455004,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
백현마을5단지(주공),2009,84.91,7,178000,2024-03-20,경기 성남시분당구 판교역로 554,백현동,2096.337298315864,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범우성,1991,129.21,6,165000,2024-03-26,경기 성남시분당구 중앙공원로 96,서현동,1276.9909449732993,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
봇들마을4단지(주공),2009,84.61,8,143500,2024-03-18,경기 성남시 분당구 동판교로 718,삼평동,1696.0170192648623,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범현대,1991,59.55,2,92600,2024-03-26,"경기 성남시분당구, 경기 수원시영통구 중앙공원로 92",서현동,1554.9958018471873,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
효자촌(현대),1992,160.2,8,150000,2024-03-16,경기 성남시분당구 분당로201번길 299,서현동,936.3295880149814,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(10단지)(건영),1996,134.82,1,110200,2024-03-30,경기 성남시분당구 구미로 222,구미동,817.3861444889483,40평 초과,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을5단지(푸르지오),2009,101.06,2,159500,2024-03-31,경기 성남시분당구 판교원로 634,판교동,1578.2703344547792,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
이매촌(동신9),1992,134.88,6,155000,2024-03-21,"경기 성남시 분당구, 경기 성남시 중원구 양현로166번길 110",이매동,1149.1696322657176,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
판교원마을6단지(판교대광로제비앙),2009,58.14,20,93500,2024-03-09,경기 성남시분당구 판교원로 635,판교동,1608.187134502924,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
봇들마을4단지(주공),2009,84.69,1,133000,2024-03-16,경기 성남시 분당구 동판교로 718,삼평동,1570.4333451411028,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
탑마을(경남)1,1994,69.87,6,95500,2024-03-16,경기 성남시 분당구 판교로 525,야탑동,1366.824101903535,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
푸른마을(쌍용),1992,163.83,2,170000,2024-03-20,경기 성남시분당구 백현로 75,수내동,1037.6609900506621,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
백현마을5단지(주공),2009,84.91,7,178000,2024-03-20,경기 성남시분당구 판교역로 554,백현동,2096.337298315864,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(5단지)(청구),1995,58.49,15,69500,2024-03-22,경기 성남시분당구 무지개로 221,구미동,1188.2373055223115,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아름마을(선경),1993,41.76,10,85000,2024-03-18,경기 성남시 분당구 이매로 142,이매동,2035.44061302682,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
백현마을6단지(주공),2009,84.7,1,156000,2024-03-22,경기 성남시분당구 판교역로 555,백현동,1841.7945690672964,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
느티마을(4단지)(공무원),1994,58.71,18,125000,2024-03-11,경기 성남시분당구 느티로 90,정자동,2129.1091807187872,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
봇들마을3단지(주공),2009,59.84,12,120500,2024-03-24,"경기 부천시소사구, 경기 성남시분당구 동판교로 722",삼평동,2013.7032085561495,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이매촌(진흥),1993,84.63,4,126000,2024-03-26,경기 성남시 분당구 양현로 111,이매동,1488.8337468982631,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
청솔마을(대원),1994,84.97,9,119000,2024-03-16,경기 성남시분당구 미금로 141,금곡동,1400.4942921030952,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
양지마을(금호1),1992,133.82,2,170000,2024-03-16,경기 성남시분당구 수내로 34,수내동,1270.363174413391,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
봇들마을3단지(주공),2009,59.95,10,123300,2024-03-24,"경기 광주시, 경기 성남시분당구 동판교로 722",삼평동,2056.713928273561,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
양지마을(2단지)(청구),1992,84.99,2,145000,2024-03-25,경기 성남시분당구 내정로 36,수내동,1706.0830685963056,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
판교원마을9단지(한림풀에버),2009,84.9958,2,130000,2024-03-21,경기 성남시분당구 서판교로 585,판교동,1529.487339374416,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
아름마을(풍림),1993,75.15,20,138000,2024-03-27,경기 성남시분당구 탄천로 140,이매동,1836.3273453093811,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
현대I-PARK1,2003,80.31,32,126500,2024-03-28,경기 성남시분당구 정자일로 9,정자동,1575.146308056282,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
탑마을(선경)1,1992,83.73,4,101000,2024-03-19,경기 성남시분당구 야탑로 536,야탑동,1206.2582109160396,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
산운마을12단지판교센트럴포레와이시티,2009,59.9,14,97500,2024-03-18,경기 성남시분당구 판교원로 921,운중동,1627.71285475793,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
봇들마을4단지(주공),2009,84.98,10,154500,2024-03-20,경기 성남시분당구 동판교로 718,삼평동,1818.0748411390914,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파크타운(대림),1993,84.78,13,130500,2024-03-25,경기 성남시분당구 내정로166번길 51,수내동,1539.2781316348196,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
백현마을7단지(주공),2009,84.61,4,166800,2024-03-25,경기 성남시 분당구 판교역로 556,백현동,1971.3981798841744,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파크타운(롯데),1993,101.91,15,156500,2024-03-27,경기 성남시 분당구 내정로 55,수내동,1535.6687273084094,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
장미마을(코오롱)1,1993,59.55,6,82700,2024-03-05,경기 성남시분당구 장미로 330,야탑동,1388.7489504617968,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
파크타운(롯데),1993,134.91,12,173000,2024-03-22,경기 성남시분당구 내정로 55,수내동,1282.3363723964123,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
효자촌(삼환),1992,94.487,14,118000,2024-03-25,경기 성남시분당구 돌마로476번길 301,서현동,1248.8490480171877,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(코오롱)1,1993,84.6,3,113500,2024-03-26,경기 성남시분당구 장미로 330,야탑동,1341.6075650118205,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
장미마을(코오롱)1,1993,59.55,14,80000,2024-03-25,경기 성남시 분당구 장미로 330,야탑동,1343.408900083963,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
매화마을공무원2,1995,58.71,18,67000,2024-03-19,경기 성남시분당구 장미로 215,야탑동,1141.20252086527,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
한솔마을(4단지)(주공),1994,35.28,2,51000,2024-03-16,경기 성남시분당구 백현로 102,정자동,1445.5782312925169,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
파크뷰,2004,84.99,16,175000,2024-03-16,"경기 성남시분당구, 경기 화성시 정자일로 6",정자동,2059.065772443817,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
봇들마을9단지(금호어울림),2009,115.01,16,239000,2024-03-11,경기 성남시분당구 동판교로 744,삼평동,2078.080166942005,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
청솔마을(계룡),1996,55.44,13,87800,2024-03-17,경기 성남시분당구 정자일로 176,금곡동,1583.6940836940837,15~25평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파크뷰,2004,84.99,7,173500,2024-03-18,경기 성남시분당구 정자일로 6,정자동,2041.4166372514414,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
무지개(3단지)(건영),1996,84.97,10,96800,2024-03-12,경기 성남시분당구 미금로 201,구미동,1139.2256090384842,25~40평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(5단지)(청구),1995,58.49,17,71200,2024-03-23,경기 성남시분당구 무지개로 221,구미동,1217.3021029235767,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
양지마을(금호1),1992,133.82,7,189000,2024-03-16,경기 성남시분당구 수내로 34,수내동,1412.344940965476,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
까치마을(4단지)(롯데),1995,134.83,13,155000,2024-03-27,경기 성남시분당구 미금일로 63,구미동,1149.5957872876954,40평 초과,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범한양,1991,35.1,4,65500,2024-03-22,경기 성남시분당구 중앙공원로 91,서현동,1866.096866096866,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을7단지(모아미래도),2009,56.555,8,105000,2024-03-28,  판교원로 637,판교동,1856.5997701352665,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
무지개(3단지)(신한),1996,53.46,4,62500,2024-03-23,경기 성남시분당구 미금로 201,구미동,1169.0983913206135,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교푸르지오그랑블,2011,98.986,18,230000,2024-03-16,경기 성남시 분당구 동판교로 542,백현동,2323.560907603095,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(12단지)(주공뜨란체),1995,59.98,25,58000,2024-03-18,경기 성남시분당구 미금로22번길 212,구미동,966.9889963321108,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
효자촌(대우),1994,70.686,21,91000,2024-03-06,경기 성남시분당구 불정로 308,서현동,1287.3836403248167,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
청솔마을(대원),1994,84.97,8,113500,2024-03-08,경기 성남시분당구 미금로 141,금곡동,1335.7655643168177,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
탑마을(경남)1,1994,134.79,11,124500,2024-03-29,경기 성남시 분당구 판교로 525,야탑동,923.6590251502338,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
아름마을(효성),1994,130.35,10,200000,2024-03-29,경기 성남시중원구 이매로 143,이매동,1534.3306482546989,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
더샵분당파크리버,2021,84.9987,10,143500,2024-03-20,경기 성남시분당구 돌마로 215,정자동,1688.2611145817525,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
한솔마을(3단지)(한일),1993,130.51,6,150000,2024-03-20,경기 성남시분당구 백현로 107,정자동,1149.3372155390393,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
청솔마을(한라),1995,58.8,8,96500,2024-03-13,경기 성남시분당구 정자일로 181,금곡동,1641.1564625850342,15~25평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(1단지)(청구),1994,84.965,16,126000,2024-03-11,경기 성남시분당구 불정로 110,정자동,1482.9635732360382,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(한신),1992,66.27,21,108500,2024-03-21,경기 성남시분당구 서현로 124,이매동,1637.2415874452997,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
