아파트 이름,건축 연도,전용 면적 (㎡),층,거래 금액 (만원),거래 일자,주소,읍면동,평당 가격 (만원),면적 범주,읍면동_구미동,읍면동_금곡동,읍면동_대장동,읍면동_백현동,읍면동_분당동,읍면동_삼평동,읍면동_서현동,읍면동_수내동,읍면동_야탑동,읍면동_운중동,읍면동_이매동,읍면동_정자동,읍면동_판교동
한솔마을(4단지)(주공),1994,41.85,14,60800,2024-06-07,"경기 성남시 분당구, 경기 성남시 수정구 백현로 102",정자동,1452.8076463560335,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(금강),1992,84.42,5,120000,2024-06-07,경기 성남시 분당구 서현로 122,이매동,1421.4641080312722,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
효자촌(동아),1992,84.72,5,114000,2024-06-12,"경기 성남시분당구, 경기 용인시수지구 돌마로486번길 291",서현동,1345.6090651558075,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
산운마을13단지(태영),2010,115.11,10,162000,2024-06-14,경기 성남시 분당구 판교원로82번길 918,운중동,1407.3494917904613,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
백현마을8단지(대림),2009,117.06,1,189500,2024-06-07,경기 성남시 분당구 판교역로 558,백현동,1618.8279514778746,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
산운마을11단지(판교포레라움),2009,59.9,7,113700,2024-06-25,경기 성남시 분당구 판교원로 922,운중동,1898.1636060100168,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
삼성아데나루체,2004,153.25,20,173500,2024-06-26,"경기 성남시 분당구, 경기 수원시 영통구 정자일로 170-1",정자동,1132.137030995106,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(성지),1992,84.9,4,144500,2024-06-14,경기 성남시 분당구 이매로 116,이매동,1702.002355712603,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
청솔마을(한라),1995,84.39,13,125000,2024-06-03,경기 성남시 분당구 정자일로 181,금곡동,1481.2181538096931,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
정든마을(6단지)(우성),1994,48.84,12,71000,2024-06-27,경기 성남시 분당구 불정로 198,정자동,1453.7264537264537,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(금강),1992,99.17,9,147000,2024-06-25,경기 성남시 분당구 서현로 122,이매동,1482.3031158616516,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
정든마을(5단지)(신화),1995,52.44,3,82000,2024-06-24,경기 성남시 분당구 정자로 192,정자동,1563.6918382913807,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
양지마을(5단지)(한양501-514),1992,35.1,7,73700,2024-06-06,경기 성남시 분당구 내정로165번길 24,수내동,2099.7150997150998,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
무지개(1단지)(대림),1995,60.72,5,69000,2024-06-24,경기 성남시 분당구 미금로 211,구미동,1136.3636363636365,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
봇들마을3단지(주공),2009,59.84,6,123400,2024-06-25,"경기 성남시 분당구, 경기 성남시 중원구 동판교로 722",삼평동,2062.1657754010694,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
청솔마을(한라),1995,58.8,9,104500,2024-06-17,경기 성남시 분당구 정자일로 181,금곡동,1777.2108843537417,15~25평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장안타운(건영),1993,101.82,2,99000,2024-06-15,경기 성남시 분당구 장안로 66,분당동,972.3040659988216,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(동부),1993,59.76,4,89000,2024-06-27,경기 성남시 분당구 장미로 330,야탑동,1489.2904953145917,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
시범삼성,1991,59.995,2,130000,2024-06-27,경기 성남시 분당구 중앙공원로 87,서현동,2166.8472372697724,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(5단지)(주공),1994,74.91,6,110000,2024-06-13,경기 성남시 분당구 정자로 112,정자동,1468.4287812041116,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
봇들마을3단지(주공),2009,74.45,10,142500,2024-06-15,경기 성남시 분당구 동판교로 722,삼평동,1914.036265950302,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
매화마을(주공3),1993,49.77,6,63800,2024-06-03,경기 성남시 분당구 양현로 205,야탑동,1281.8967249346995,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
이매촌(삼환),1994,84.93,10,126000,2024-06-15,경기 성남시 분당구 양현로 99,이매동,1483.5747085835392,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
한솔마을(4단지)(주공),1994,41.85,13,63500,2024-06-20,"경기 성남시분당구, 경기 용인시수지구 백현로 102",정자동,1517.3237753882916,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(동신3),1992,84.6,4,142000,2024-06-26,경기 성남시 분당구 양현로94번길 117,이매동,1678.486997635934,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
판교더샵포레스트12단지,2021,84.9864,19,109900,2024-06-12,경기 성남시 분당구 판교대장로5길 641,대장동,1293.1480801634143,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
까치마을(2단지)(주공),1995,49.67,10,81000,2024-06-15,경기 성남시 분당구 미금일로 88,구미동,1630.7630360378498,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이매촌(동신9),1992,84.6,4,138500,2024-06-01,경기 성남시 분당구 양현로166번길 110,이매동,1637.1158392434988,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
까치마을(3단지)(신원),1995,84.8,6,138000,2024-06-06,경기 성남시 분당구 미금로 66,구미동,1627.3584905660377,25~40평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범현대,1991,84.57,23,149500,2024-06-06,경기 성남시 분당구 중앙공원로 92,서현동,1767.766347404517,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
샛별마을(라이프),1992,84.99,13,120000,2024-06-27,경기 성남시 분당구 분당로 34,분당동,1411.930815390046,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
봇들마을3단지(주공),2009,59.84,3,122000,2024-06-07,경기 성남시 분당구 동판교로 722,삼평동,2038.7700534759358,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(동부),1993,70.56,10,99500,2024-06-17,경기 성남시 분당구 장미로 330,야탑동,1410.1473922902494,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
산운마을5단지(한성필하우스),2009,84.8563,18,135000,2024-06-08,경기 성남시 분당구 산운로 989,운중동,1590.9248930250317,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
탑마을(선경)1,1992,101.76,8,118700,2024-06-15,경기 성남시 분당구 야탑로 536,야탑동,1166.4701257861634,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
양지마을(2단지)(청구),1992,84.6,15,151000,2024-06-10,경기 성남시 분당구 내정로 36,수내동,1784.8699763593381,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
양지마을(2단지)(청구),1992,84.6,8,153500,2024-06-11,"경기 성남시 분당구, 서울 강남구 내정로 36",수내동,1814.420803782506,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
시범한양,1991,28.71,1,62500,2024-06-24,경기 성남시분당구 중앙공원로 91,서현동,2176.9418321142457,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
탑마을(선경)1,1992,131.4,12,135000,2024-06-06,경기 성남시분당구 야탑로 536,야탑동,1027.3972602739725,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
까치마을(3단지)(신원),1995,84.8,2,128500,2024-06-20,"경기 성남시 분당구, 경기 용인시 수지구 미금로 66",구미동,1515.3301886792453,25~40평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
탑마을(대우),1992,101.76,12,121000,2024-06-08,경기 성남시 분당구 판교로 535,야탑동,1189.072327044025,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
아름마을(삼호),1992,101.82,10,144500,2024-06-14,경기 성남시 분당구 탄천로 133,이매동,1419.1710862306031,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
청솔마을(대원),1994,129.45,10,143700,2024-06-13,"경기 성남시분당구, 경기 용인시수지구 미금로 141",금곡동,1110.0811123986095,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
산운마을9단지(대방노블랜드),2008,59.93,1,115000,2024-06-21,경기 성남시 분당구 산운로 958,운중동,1918.9053896212247,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
무지개(5단지)(청구),1995,58.49,8,72000,2024-06-17,경기 성남시 분당구 무지개로 221,구미동,1230.979654641819,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범한양,1991,35.1,5,75000,2024-06-07,경기 성남시분당구 중앙공원로 91,서현동,2136.7521367521367,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
양지마을(5단지)(한양501-514),1992,35.1,3,71000,2024-06-04,경기 성남시 분당구 내정로165번길 24,수내동,2022.7920227920226,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
백현마을8단지(대림),2009,101.46,8,184500,2024-06-25,경기 성남시분당구 판교역로 558,백현동,1818.4506209343585,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
푸른마을(쌍용),1992,131.4,12,172500,2024-06-18,경기 성남시 분당구 백현로 75,수내동,1312.7853881278538,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
한솔마을(4단지)(주공),1994,41.85,6,62700,2024-06-11,경기 성남시분당구 백현로 102,정자동,1498.2078853046594,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
까치마을(2단지)(주공),1995,59.98,7,90000,2024-06-06,경기 성남시 분당구 미금일로 88,구미동,1500.500166722241,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
탑마을(선경)1,1992,83.73,1,103500,2024-06-14,경기 성남시 분당구 야탑로 536,야탑동,1236.1160874238624,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
로얄팰리스,2003,208.87,14,215000,2024-06-26,경기 성남시분당구 성남대로 28-1,정자동,1029.3483985253986,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
파크뷰,2004,84.99,27,195000,2024-06-19,경기 성남시 분당구 정자일로 6,정자동,2294.3875750088246,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
무지개(3단지)(건영),1996,84.97,5,103000,2024-06-17,경기 성남시 분당구 미금로 201,구미동,1212.1925385430152,25~40평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
봇들마을1단지(판교신미주),2009,82.794,8,148000,2024-06-02,경기 성남시 분당구 동판교로 705,삼평동,1787.5691475227675,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
양지마을(2단지)(청구),1992,84.99,3,155000,2024-06-10,경기 성남시 분당구 내정로 36,수내동,1823.7439698788094,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
한솔마을(6단지)(주공),1995,39.87,20,64600,2024-06-15,경기 성남시 분당구 내정로 117,정자동,1620.2658640581892,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
봇들마을3단지(주공),2009,59.84,3,116000,2024-06-07,"경기 성남시분당구, 경기 성남시중원구 동판교로 722",삼평동,1938.5026737967914,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
봇들마을3단지(주공),2009,59.85,1,117000,2024-06-15,경기 성남시 분당구 동판교로 722,삼평동,1954.8872180451128,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
양지마을(2단지)(청구),1992,173.965,7,213000,2024-06-04,경기 성남시 분당구 내정로 36,수내동,1224.3842152157042,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
로얄팰리스,2003,208.87,21,245000,2024-06-13,경기 성남시 분당구 성남대로 28-1,정자동,1172.9784076219657,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
상록마을(우성)1,1994,69.12,7,143000,2024-06-11,경기 성남시 분당구 내정로 121,정자동,2068.8657407407404,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
한솔마을(4단지)(주공),1994,41.85,14,61800,2024-06-21,경기 성남시분당구 백현로 102,정자동,1476.7025089605734,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
산운마을13단지(태영),2010,115.11,3,145000,2024-06-19,경기 성남시분당구 판교원로82번길 918,운중동,1259.6646685778821,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
판교원마을6단지(판교대광로제비앙),2009,59.667,7,93000,2024-06-20,경기 성남시분당구 판교원로 635,판교동,1558.6505103323445,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
양지마을(5단지)(한양515-529),1992,164.4,10,225000,2024-06-12,경기 성남시 분당구 내정로165번길 24,수내동,1368.6131386861314,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
정든마을(5단지)(신화),1995,115.77,1,132000,2024-06-13,경기 성남시 분당구 정자로 192,정자동,1140.1917595231926,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
샛별마을(라이프),1992,84.99,23,113000,2024-06-04,"경기 성남시 분당구, 경기 용인시 기흥구 분당로 34",분당동,1329.5681844922933,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이매촌(진흥),1993,84.63,9,135000,2024-06-06,경기 성남시 분당구 양현로 111,이매동,1595.1790145338534,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
양지마을(금호1),1992,133.82,8,203000,2024-06-11,경기 성남시 분당구 수내로 34,수내동,1516.9630847406966,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
효자촌(현대),1992,59.82,10,89800,2024-06-10,경기 성남시 분당구 분당로201번길 299,서현동,1501.1701771982614,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
시범삼성,1991,192.15,28,250000,2024-06-15,경기 성남시 분당구 중앙공원로 87,서현동,1301.0668748373666,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
판교푸르지오그랑블,2011,105.1308,10,245000,2024-06-22,경기 성남시분당구 동판교로 542,백현동,2330.430283037892,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(5단지)(청구),1995,58.49,12,71000,2024-06-07,경기 성남시 분당구 무지개로 221,구미동,1213.882714994016,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
목련마을(한일),1995,84.93,6,79000,2024-06-25,경기 성남시 분당구 판교로 162,야탑동,930.1777934769809,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
상록마을(우성)1,1994,84.97,10,162000,2024-06-01,경기 성남시분당구 내정로 121,정자동,1906.5552547958102,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
효자촌(현대),1992,101.64,6,115000,2024-06-22,  분당로201번길 299,서현동,1131.4443132624951,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
파크타운(롯데),1993,101.835,1,154000,2024-06-22,경기 성남시 분당구 내정로 55,수내동,1512.2502086708894,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
매화마을공무원1,1995,59.98,17,70500,2024-06-17,경기 성남시 분당구 매화로 201,야탑동,1175.3917972657553,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
봇들마을3단지(주공),2009,59.84,6,123400,2024-06-25,"경기 성남시분당구, 경기 성남시중원구 동판교로 722",삼평동,2062.1657754010694,15~25평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
로얄팰리스,2003,148.16,16,185000,2024-06-20,경기 성남시 분당구 성남대로 28-1,정자동,1248.6501079913608,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
백현마을6단지(주공),2009,74.45,17,166000,2024-06-20,경기 성남시 분당구 판교역로 555,백현동,2229.684351914036,15~25평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
까치마을(1단지)(대우롯데선경),1995,70.66,24,118000,2024-06-24,경기 성남시 분당구 미금로 77,구미동,1669.968864987263,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교퍼스트힐푸르지오1단지,2021,84.97,2,104000,2024-06-24,경기 성남시분당구 판교대장로7길 592,대장동,1223.9613981405203,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
탑마을(벽산),1994,134.79,22,137000,2024-06-14,경기 성남시 분당구 야탑로 517,야탑동,1016.3958750649158,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
이매촌(진흥),1993,101.89,5,158000,2024-06-13,경기 성남시 분당구 양현로 111,이매동,1550.691922661694,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
매화마을공무원1,1995,58.92,6,73000,2024-06-17,경기 성남시 분당구 매화로 201,야탑동,1238.9680923285812,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
봇들마을8단지(주공),2009,101.84,10,244000,2024-06-15,경기 성남시 분당구 동판교로 742,삼평동,2395.9151610369204,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
정든마을(5단지)(신화),1995,69.93,12,99900,2024-06-04,"경기 성남시 분당구, 경기 용인시 수지구 정자로 192",정자동,1428.5714285714284,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(한신),1992,84.9,1,123000,2024-06-15,경기 성남시 분당구 서현로 124,이매동,1448.7632508833922,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
판교퍼스트힐푸르지오A2,2021,84.85,3,103000,2024-06-10,경기 성남시 분당구 판교대장로7길 591,대장동,1213.9068945197407,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
백현마을2단지(주공),2009,101.25,9,199000,2024-06-13,경기 성남시 분당구 동판교로 545,백현동,1965.432098765432,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
정든마을(5단지)(신화),1995,134.31,23,153000,2024-06-12,경기 성남시 분당구 정자로 192,정자동,1139.15568461023,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(청구),1992,101.89,10,165000,2024-06-04,경기 성남시 분당구 양현로94번길 123,이매동,1619.3934635391108,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
무지개(4단지)(주공),1995,59.98,23,75900,2024-06-04,경기 성남시 분당구 미금로 220,구미동,1265.4218072690899,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THESHARP판교퍼스트파크,2021,84.953,11,120000,2024-06-20,경기 성남시 분당구 판교백현로 608,백현동,1412.545760597036,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파크뷰,2004,84.99,14,177500,2024-06-11,경기 성남시 분당구 정자일로 6,정자동,2088.480997764443,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
산운마을14단지(경남아너스빌),2009,115.33,15,143000,2024-06-04,경기 성남시 분당구 판교원로82번길 916,운중동,1239.92022890835,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
효자촌(삼환),1992,129.761,14,148500,2024-06-04,경기 성남시 분당구 불정로 301,서현동,1144.4116491087461,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(3단지)(신한),1996,84.768,15,98500,2024-06-11,경기 성남시 분당구 미금로 201,구미동,1161.9950924877312,25~40평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
청솔마을(서광),1995,84.96,16,125000,2024-06-21,경기 성남시분당구 성남대로171번길 177,금곡동,1471.280602636535,25~40평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(2단지)(엘지),1995,84.822,5,95000,2024-06-12,경기 성남시 분당구 구미로 202,구미동,1119.992454787673,25~40평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아름마을(풍림),1993,101.97,12,164500,2024-06-15,경기 성남시 분당구 탄천로 140,이매동,1613.219574384623,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
무지개(4단지)(주공),1995,49.67,22,66915,2024-06-12,"경기 성남시 분당구, 경기 용인시 수지구 미금로 220",구미동,1347.191463660157,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
백현마을8단지(대림),2009,117.39,8,207000,2024-06-01,경기 성남시 분당구 판교역로 558,백현동,1763.3529261436238,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
탑마을(대우),1992,101.76,7,119700,2024-06-24,경기 성남시 분당구 판교로 535,야탑동,1176.2971698113206,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
판교원마을9단지(한림풀에버),2009,84.9907,12,143500,2024-06-01,경기 성남시 분당구 서판교로 585,판교동,1688.4200271323803,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
상록마을(우성)1,1994,55.14,12,102500,2024-06-15,경기 성남시 분당구 내정로 121,정자동,1858.904606456293,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
무지개(1단지)(대림),1995,60.72,12,65000,2024-06-19,경기 성남시분당구 미금로 211,구미동,1070.4874835309618,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
정든마을(5단지)(신화),1995,69.93,6,102300,2024-06-14,경기 성남시 분당구 정자로 192,정자동,1462.8914628914627,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
샛별마을(우방),1994,57.28,7,87000,2024-06-12,경기 성남시 분당구 수내로 38,분당동,1518.854748603352,15~25평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이매촌(금강),1992,50.82,15,82900,2024-06-15,경기 성남시 분당구 서현로 122,이매동,1631.2475403384494,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
판교원마을3단지(푸르지오),2009,84.71,3,133500,2024-06-15,경기 성남시 분당구 판교로 629,판교동,1575.9650572541614,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
장안타운(건영),1993,53.72,7,66500,2024-06-19,경기 성남시 분당구 장안로51번길 66,분당동,1237.9002233804915,15~25평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
